WardName,WardCode,Wardcode,PctSharedOwnership2011,PctRentFree2011,Candidate,InnerOuter,x,y,AvgGCSE2011,UnauthAbsenceSchools11
Richmond upon Thames - Heathfield,00BDGD,E05000523,0.918836141,1.174068402,Boris,Outer,513240.8564,173403.5762,343.6615385,1.629812207
Richmond upon Thames - Kew,00BDGE,E05000524,1.49073328,1.087832393,Boris,Outer,518948.8928,176696.4927,365.3009709,0.833853541
Richmond upon Thames - Mortlake and Barnes Common,00BDGF,E05000525,0.526209269,1.133373811,Boris,Outer,521654.5933,175894.7658,350.4808511,1.061945637
Richmond upon Thames - North Richmond,00BDGG,E05000526,0.565919095,1.509117585,Boris,Outer,518282.8325,175608.9045,351.2642202,0.818500605
Richmond upon Thames - St. Margarets & North Twickenham,00BDGH,E05000527,1.217656012,1.174168297,Boris,Outer,516125.9886,174242.0598,377.260274,0.769083969
Richmond upon Thames - South Richmond,00BDGJ,E05000528,0.367647059,1.567337461,Boris,Outer,518737.8515,174551.5107,348,0.910956175
Richmond upon Thames - South Twickenham,00BDGK,E05000529,0.49419323,1.037805782,Boris,Outer,515557.6152,172582.3629,385.6716981,0.469230769
Richmond upon Thames - Teddington,00BDGL,E05000530,0.866551127,0.779896014,Boris,Outer,515864.1543,170294.7578,384.121875,0.484725275
Richmond upon Thames - Twickenham Riverside,00BDGM,E05000531,0.432722028,1.566041624,Boris,Outer,516980.4466,173793.1479,379.1382353,0.880418535
Richmond upon Thames - West Twickenham,00BDGN,E05000532,0.420560748,1.051401869,Boris,Outer,514179.6025,172437.0753,351.2392857,0.948752834
Richmond upon Thames - Whitton,00BDGP,E05000533,0.786575773,1.048767698,Boris,Outer,514246.8316,174000.6221,371.6293578,0.947837599
Southwark - Brunswick Park,00BEGC,E05000534,1.710051302,1.083032491,Ken,Inner,533087.3245,176707.2314,345.3270073,1.255878285
Southwark - Camberwell Green,00BEGD,E05000535,1.593176698,1.11039588,Ken,Inner,532351.0224,177069.0425,342.6703226,1.203262032
Southwark - Cathedrals,00BEGE,E05000536,2.258793159,2.242658922,Ken,Inner,531903.6753,179794.8457,339.8063694,1.560654008
Southwark - Chaucer,00BEGF,E05000537,4.298315958,1.331194868,Ken,Inner,532624.8402,179396.0708,348.5793939,1.36468222
Southwark - College,00BEGG,E05000538,1.465346535,1.207920792,Ken,Inner,533756.0928,172528.9249,329.1939759,1.459193707
Southwark - East Dulwich,00BEGH,E05000539,0.547479705,1.038323579,Ken,Inner,533981.2545,174630.6555,342.7333333,1.192819979
Southwark - East Walworth,00BEGJ,E05000540,1.838546069,1.35249366,Ken,Inner,533071.188,178405.3371,316.6497436,1.45096
Southwark - Faraday,00BEGK,E05000541,0.398565165,0.876843364,Ken,Inner,532832.8663,177926.5622,333.7645161,1.365549972
Southwark - Grange,00BEGL,E05000542,1.833688699,1.435678749,Ken,Inner,533461.6045,179297.7733,332.9729167,1.211101623
Southwark - Livesey,00BEGM,E05000543,1.349892009,1.439884809,Ken,Inner,534758.8925,177721.4211,330.7509677,1.796822917
Southwark - Newington,00BEGN,E05000544,1.494476933,1.153346329,Ken,Inner,531923.0981,178088.2146,343.41,1.337789203
Southwark - Nunhead,00BEGP,E05000545,1.709552344,1.145576313,Ken,Inner,535242.1506,176136.9352,345.825,1.485254346
Southwark - Peckham,00BEGQ,E05000546,3.267019529,1.168096368,Ken,Inner,533906.2076,177179.9826,339.1827411,1.129446195
Southwark - Peckham Rye,00BEGR,E05000547,1.542506573,0.946538124,Ken,Inner,535053.1259,174768.3038,358.0081818,1.257228018
Southwark - Riverside,00BEGS,E05000548,3.083071653,1.641450186,Boris,Inner,534026.4196,179640.2353,342.17,1.568742791
Southwark - Rotherhithe,00BEGT,E05000549,3.167951726,1.190077104,Ken,Inner,535351.2139,179345.592,326.2192308,1.492651515
Southwark - South Bermondsey,00BEGU,E05000550,3.96368081,0.803212851,Ken,Inner,534296.179,178504.5263,335.7333333,1.328104956
Southwark - South Camberwell,00BEGW,E05000551,1.039827349,1.039827349,Ken,Inner,533235.0836,175545.7662,340.8171875,1.416824645
Southwark - Surrey Docks,00BEGX,E05000552,1.521164021,1.273148148,Boris,Inner,536196.5788,179658.0037,294.2690789,1.34330617
Southwark - The Lane,00BEGY,E05000553,3.069213905,1.284058879,Ken,Inner,534233.8792,176137.076,331.3538462,1.353704838
Southwark - Village,00BEGZ,E05000554,0.283842795,1.113537118,Boris,Inner,533043.9979,174046.8858,375.5192308,0.394305694
Sutton - Beddington North,00BFGC,E05000555,0.322021303,0.644042606,Boris,Outer,529699.0804,165794.2157,358.6525424,0.934978843
Sutton - Beddington South,00BFGD,E05000556,2.833414753,0.757205667,Boris,Outer,530153.2665,163084.8799,349.355,1.410491803
Sutton - Belmont,00BFGE,E05000557,0.484317343,0.853321033,Boris,Outer,525866.6824,162543.3891,381.1536585,0.62888666
Sutton - Carshalton Central,00BFGF,E05000558,0.214438885,0.619490112,Boris,Outer,527521.5899,164403.6978,370.5992248,0.642158516
Sutton - Carshalton South and Clockhouse,00BFGG,E05000559,0.307950728,0.671892497,Boris,Outer,528037.1924,161749.2665,370.3068966,0.766586922
Sutton - Cheam,00BFGH,E05000560,0.153295861,0.919775166,Boris,Outer,524340.2647,162489.4105,381.7442105,0.585337727
Sutton - Nonsuch,00BFGJ,E05000561,0.199302441,0.67264574,Boris,Outer,523125.6607,164979.418,379.8434211,0.5595053
Sutton - St. Helier,00BFGK,E05000562,1.588683351,0.522306855,Boris,Outer,526515.2696,166362.6677,325.6480769,1.499521277
Sutton - Stonecot,00BFGL,E05000563,0.356597045,0.713194091,Boris,Outer,524671.3592,165938.4646,365.5088435,0.572466422
Sutton - Sutton Central,00BFGM,E05000564,2.364020757,0.768787238,Boris,Outer,526068.6986,164466.2374,354.141573,1.228385417
Sutton - Sutton North,00BFGN,E05000565,0.408261287,0.720461095,Boris,Outer,525845.5752,165540.7804,357.9180328,0.893048128
Sutton - Sutton South,00BFGP,E05000566,0.144003292,0.761160255,Boris,Outer,526323.1142,163451.5034,377.9766667,0.878468208
Sutton - Sutton West,00BFGQ,E05000567,0.363247863,0.61965812,Boris,Outer,525048.5536,164113.1323,374.5072289,0.731858407
Sutton - The Wrythe,00BFGR,E05000568,0.549844609,0.573750896,Boris,Outer,527538.3202,165525.2268,348.1437956,1.026547988
Sutton - Wallington North,00BFGS,E05000569,1.085511741,0.686752326,Boris,Outer,528820.7603,164751.5064,372.7491667,0.662988506
Sutton - Wallington South,00BFGT,E05000570,0.312151616,0.936454849,Boris,Outer,528922.8461,163343.4878,381.8367521,0.881301558
Sutton - Wandle Valley,00BFGU,E05000571,1.247357294,0.803382664,Boris,Outer,527772.9355,166698.5662,339.8380645,1.488129705
Sutton - Worcester Park,00BFGW,E05000572,0.663953737,0.642535875,Boris,Outer,523121.7369,166050.5338,374.7982759,0.811544012
Tower Hamlets - Bethnal Green North,00BGFW,E05000573,1.616799851,0.96636313,Ken,Inner,534837.5481,183157.1842,336.1875,1.191169154
Tower Hamlets - Bethnal Green South,00BGFX,E05000574,1.048817696,1.277650648,Ken,Inner,534921.7578,182289.7044,326.6615894,1.275028185
Tower Hamlets - Blackwall and Cubitt Town,00BGFY,E05000575,2.70395193,1.351975965,Ken,Inner,538366.7376,179830.7949,320.2636364,1.363191244
Tower Hamlets - Bow East,00BGFZ,E05000576,3.305534496,0.985595148,Ken,Inner,536963.6688,183844.4343,330.7912,1.595861601
Tower Hamlets - Bow West,00BGGA,E05000577,1.537232981,1.197843881,Ken,Inner,536263.7582,183208.1682,335.4297619,1.41531854
Tower Hamlets - Bromley-by-Bow,00BGGB,E05000578,3.010293261,1.456593513,Ken,Inner,537709.7112,182369.6959,340.2777174,1.160693153
Tower Hamlets - East India and Lansbury,00BGGC,E05000579,3.137478608,1.045826203,Ken,Inner,538149.1477,181470.4833,325.4334884,1.149962264
Tower Hamlets - Limehouse,00BGGD,E05000580,1.952755906,1.086614173,Ken,Inner,537093.2756,181023.0247,324.2169591,1.139185875
Tower Hamlets - Mile End and Globe Town,00BGGE,E05000581,2.167414051,1.00896861,Ken,Inner,535721.6128,182619.8363,342.6365079,1.116331225
Tower Hamlets - Mile End East,00BGGF,E05000582,0.494942974,1.119001506,Ken,Inner,536861.2217,182112.3328,341.8942857,1.37273622
Tower Hamlets - Millwall,00BGGG,E05000583,2.273357361,1.552536734,Boris,Inner,537460.693,179575.8259,333.8556034,1.639002404
Tower Hamlets - St. Dunstan's and Stepney Green,00BGGH,E05000584,5.384213278,1.498518906,Ken,Inner,535854.619,181596.8914,352.1426966,1.280813008
Tower Hamlets - St. Katherine's and Wapping,00BGGJ,E05000585,1.741460147,1.373074347,Ken,Inner,534412.551,180495.6157,349.4970149,1.14842615
Tower Hamlets - Shadwell,00BGGK,E05000586,4.07566638,1.513327601,Ken,Inner,535404.3217,180962.4712,342.7988971,1.042770475
Tower Hamlets - Spitalfields and Banglatown,00BGGL,E05000587,1.282051282,1.153846154,Ken,Inner,533894.9902,181772.9857,346.7684211,1.182432432
Tower Hamlets - Weavers,00BGGM,E05000588,1.058675758,0.951013817,Ken,Inner,533974.8792,182567.732,338.1116279,1.136377134
Tower Hamlets - Whitechapel,00BGGN,E05000589,2.139037433,1.10401932,Ken,Inner,534551.992,181394.9046,349.1344828,1.044986807
Waltham Forest - Cann Hall,00BHFX,E05000590,0.44105854,1.363271852,Ken,Outer,539572.3784,186171.9979,311.3495652,2.262416515
Waltham Forest - Cathall,00BHFY,E05000591,0.441501104,0.728476821,Ken,Outer,538770.0099,186076.1829,330.5306306,2.079423077
Waltham Forest - Chapel End,00BHFZ,E05000592,0.809317015,0.848795894,Ken,Outer,537798.2493,190589.037,326.7976744,1.350285122
Waltham Forest - Chingford Green,00BHGA,E05000593,0.693978061,0.873069174,Boris,Outer,538871.1872,194901.0676,355.82,0.994217687
Waltham Forest - Endlebury,00BHGB,E05000594,0.402939085,1.042901161,Boris,Outer,537872.2236,193892.1179,335.1430769,1.21815562
Waltham Forest - Forest,00BHGC,E05000595,1.473296501,1.127992634,Ken,Outer,538897.6471,188348.5705,336.8137615,1.252076003
Waltham Forest - Grove Green,00BHGD,E05000596,0.363984674,0.804597701,Ken,Outer,538427.746,186858.1613,330.8961165,1.397736144
Waltham Forest - Hale End and Highams Park,00BHGE,E05000597,1.17140808,0.788907483,Boris,Outer,538949.2249,191195.9546,350.1351852,0.917542857
Waltham Forest - Hatch Lane,00BHGF,E05000598,0.575348528,0.885151582,Boris,Outer,539233.0462,192847.3427,347.4217949,1.267769131
Waltham Forest - High Street,00BHGG,E05000599,1.260579867,0.972447326,Ken,Outer,535586.7646,188651.2958,339.6076923,1.312467363
Waltham Forest - Higham Hill,00BHGH,E05000600,2.282072368,1.439144737,Ken,Outer,536033.5618,190580.0737,319.7659864,1.375162095
Waltham Forest - Hoe Street,00BHGJ,E05000601,1.255307366,1.476832195,Ken,Outer,537695.1517,189062.3349,337.095283,1.535039894
Waltham Forest - Larkswood,00BHGK,E05000602,1.033475623,0.988541901,Boris,Outer,537897.2203,192482.2591,350.8349315,1.253262317
Waltham Forest - Lea Bridge,00BHGL,E05000603,1.429337145,0.982669287,Ken,Outer,536458.5222,187338.5396,331.4871508,1.652306945
Waltham Forest - Leyton,00BHGM,E05000604,1.459573651,1.094680238,Ken,Outer,537622.6298,186639.9688,317.2100671,1.923553507
Waltham Forest - Leytonstone,00BHGN,E05000605,1.635610766,0.973084886,Ken,Outer,539327.097,187499.0414,345.3857143,1.332542373
Waltham Forest - Markhouse,00BHGP,E05000606,1.870888158,0.945723684,Ken,Outer,536581.7393,188296.2217,336.26,1.696763926
Waltham Forest - Valley,00BHGQ,E05000607,0.300995601,1.018754341,Boris,Outer,536887.2991,192296.3465,336.5170068,1.347569231
Waltham Forest - William Morris,00BHGR,E05000608,1.349717969,1.188557615,Ken,Outer,536692.7125,189776.0661,342.7302752,1.025739645
Waltham Forest - Wood Street,00BHGS,E05000609,0.532420612,1.083856246,Ken,Outer,538769.7585,189481.8221,331.207377,1.277373508
Wandsworth - Balham,00BJFZ,E05000610,0.954198473,0.938295165,Boris,Inner,528526.9623,173944.0513,358.4527027,0.81609375
Wandsworth - Bedford,00BJGA,E05000611,0.715174129,0.792910448,Boris,Inner,528829.6971,172371.2808,342.1583942,0.996191646
Wandsworth - Earlsfield,00BJGB,E05000612,1.449275362,0.821754071,Boris,Inner,526194.6839,172799.6502,343.7298137,0.838598131
Wandsworth - East Putney,00BJGC,E05000613,0.976871139,1.321649188,Boris,Inner,524277.1431,174496.5265,338.573494,0.951532847
Wandsworth - Fairfield,00BJGD,E05000614,1.78412132,0.966399048,Boris,Inner,525977.6065,174864.3389,350.7,1.031428571
Wandsworth - Furzedown,00BJGE,E05000615,1.024693432,1.024693432,Ken,Inner,528963.5577,171142.3624,355.9993103,0.843655809
Wandsworth - Graveney,00BJGF,E05000616,1.475409836,1.131147541,Ken,Inner,527829.1038,171210.7916,334.7726316,0.974342105
Wandsworth - Latchmere,00BJGG,E05000617,1.850207223,0.947306098,Ken,Inner,527294.7648,175972.9022,338.8582677,1.138769415
Wandsworth - Nightingale,00BJGH,E05000618,0.923861102,1.306148455,Boris,Inner,527979.3591,173173.3224,354.8819149,0.951751592
Wandsworth - Northcote,00BJGJ,E05000619,0.434013824,0.803729304,Boris,Inner,527689.5035,174796.7801,356.3411765,0.832077922
Wandsworth - Queenstown,00BJGK,E05000620,4.01774398,1.166032953,Boris,Inner,528770.7942,177021.5545,323.0574359,1.493799823
Wandsworth - Roehampton,00BJGL,E05000621,0.75783092,1.128326036,Ken,Inner,522352.9081,173635.5179,336.2804688,1.603493976
Wandsworth - St. Mary's Park,00BJGM,E05000622,2.259522272,1.446094254,Boris,Inner,527015.9837,176536.5063,343.1741007,1.148335124
Wandsworth - Shaftesbury,00BJGN,E05000623,0.467435338,0.810221253,Boris,Inner,528060.6611,175647.7219,336.4358974,0.805254777
Wandsworth - Southfields,00BJGP,E05000624,2.156721783,0.747663551,Boris,Inner,525277.7039,173570.713,373.2755319,0.787885986
Wandsworth - Thamesfield,00BJGQ,E05000625,1.763453937,1.155366373,Boris,Inner,523863.0876,175531.5547,393.9901961,0.697339593
Wandsworth - Tooting,00BJGR,E05000626,1.011608624,1.227197347,Ken,Inner,527158.0794,171720.0739,344.8595041,1.031180124
Wandsworth - Wandsworth Common,00BJGS,E05000627,0.769230769,0.822898032,Boris,Inner,526858.4542,173586.7894,344.8590164,0.532988357
Wandsworth - West Hill,00BJGT,E05000628,1.448193491,1.074947746,Boris,Inner,524191.53,173245.9996,353.3901786,1.125126582
Wandsworth - West Putney,00BJGU,E05000629,2.002242512,1.041166106,Boris,Inner,522805.1628,174734.7534,338.4,1.524652456
Westminster - Abbey Road,00BKGA,E05000630,0.441628264,3.533026114,Boris,Inner,526456.4638,183348.7849,361.276,1.274022346
Westminster - Bayswater,00BKGB,E05000631,0.672849609,2.327695945,Boris,Inner,525552.397,181346.8934,367.0857143,1.197196262
Westminster - Bryanston and Dorset Square,00BKGC,E05000632,0.533290239,3.522947641,Boris,Inner,527623.7199,181669.4327,323.303125,1.027631579
Westminster - Churchill,00BKGD,E05000633,2.499451875,1.490901118,Boris,Inner,528714.297,178220.6378,351.6733813,0.93725851
Westminster - Church Street,00BKGE,E05000634,0.932400932,1.780038144,Ken,Inner,527071.2117,182139.2287,345.8558333,1.504254112
Westminster - Harrow Road,00BKGF,E05000635,1.067157314,1.361545538,Ken,Inner,524999.0384,182392.4687,325.871875,1.192589704
Westminster - Hyde Park,00BKGG,E05000636,0.937251787,3.764892772,Boris,Inner,526870.3722,181264.1808,344.8823529,1.616
Westminster - Knightsbridge and Belgravia,00BKGH,E05000637,0.515198351,9.994848016,Boris,Inner,527330.463,179978.4406,374.4,0.45
Westminster - Lancaster Gate,00BKGJ,E05000638,0.397702165,2.872293416,Boris,Inner,526018.7425,180921.6497,385.18,1.707606264
Westminster - Little Venice,00BKGK,E05000639,0.384381954,2.366983613,Boris,Inner,526301.8876,182085.1175,354.5785714,1.223244147
Westminster - Maida Vale,00BKGL,E05000640,0.491071429,1.941964286,Boris,Inner,525684.3834,182764.1746,343.8254545,1.531644144
Westminster - Marylebone High Street,00BKGM,E05000641,0.536639526,4.163582531,Boris,Inner,528429.4526,181698.8217,372.9615385,1.112682927
Westminster - Queen's Park,00BKGN,E05000642,1.245620864,1.128843908,Ken,Inner,524354.0214,182691.9357,345.8034965,1.320689655
Westminster - Regent's Park,00BKGP,E05000643,0.675904022,3.666779317,Boris,Inner,527596.3961,182833.3094,348.8,1.206326889
Westminster - St. James's,00BKGQ,E05000644,0.748643084,4.884896126,Boris,Inner,529786.2874,180070.5024,350.2471429,0.863038549
Westminster - Tachbrook,00BKGR,E05000645,0.325520833,1.692708333,Boris,Inner,529591.4402,178259.5661,344.9432432,1.014754098
Westminster - Vincent Square,00BKGS,E05000646,1.495768549,2.873450108,Boris,Inner,529719.1279,178793.7703,335.2507463,0.909119497
Westminster - Warwick,00BKGT,E05000647,1.134328358,2.288557214,Boris,Inner,528952.536,178655.3201,343.4133333,0.959124088
Westminster - Westbourne,00BKGU,E05000648,1.605675878,1.960418223,Ken,Inner,525414.544,181807.3312,342.1986014,1.194530321
Westminster - West End,00BKGW,E05000649,0.372881356,5.389830508,Boris,Inner,528919.3839,180901.999,303.2173913,0.887109375
